stp_name,timestamp,ph,temperature,ammonical_nitrogen,total_nitrogen,cod,bod,tss,color,dissolved_oxygen,updated_on,total_phosphorus
KADUGODI 6 MLD STP,2023-10-29 17:45:00,7.65,27.80,0.60,4.06,41.40,10.69,9.85,36.36,3.00,2023102918,-
HORAMAVU 20 MLD,2023-10-27 08:00:00,7.45,28.00,0.72,4.50,55.24,4.46,22.45,0.00,2.88,2023102918,-
K AND C VALLEY 60 MLD,2023-10-29 17:45:00,6.72,28.00,0.59,4.10,59.06,10.29,35.69,10.16,4.90,2023102918,-
NAGASANDRA 20 MLD,2023-10-29 17:45:00,7.79,26.60,0.96,3.84,77.94,12.26,15.02,7.46,4.00,2023102918,-
RAJACANAL 40 MLD,2023-10-29 17:45:00,7.59,27.70,0.94,3.90,31.86,3.42,10.14,7.93,4.51,2023102918,-
YELLAMALAPACHETTY 15 MLD,2023-10-29 17:45:00,7.58,28.08,0.56,2.25,56.14,1.67,6.06,5.12,1.24,2023102918,-
BELLANDUR 90 MLD,2023-10-29 17:45:00,7.79,27.60,0.58,1.60,26.97,4.73,6.4,5.39,3.25,2023102918,-
DODDABELE 20 MLD,2023-10-29 17:45:00,7.33,27.50,0.71,3.40,36.95,6.37,5.61,10.39,4.40,2023102918,-
NAGASANDRA OLD 20 MLD,2023-10-29 17:45:00,7.35,25.20,3.47,5.20,167.57,7.37,132.11,4.33,1.91,2023102918,-
4MLD Cubbon Park TTP,2023-10-29 18:00:00,7.18,28.70,0.48,4.70,17.27,1.2,0.9,5.01,1.92,2023102918,-
KADABEESANAHALLI 50 MLD,2023-10-29 18:00:00,-,-,0.81,3.66,47.25,8.14,10.93,5.67,3.26,2023102918,-
STP Sarakki 5 MLD,2023-10-29 17:45:00,7.85,28.20,3.12,6.24,19.14,5.42,6.6,3.83,-,2023102918,-
Mailasandra STP 75 MLD,2023-10-29 17:45:00,7.73,23.80,126.55,189.83,45.55,8.19,18.85,13.22,1.46,2023102918,-
60 MLD V.Valley TTP,2023-10-26 00:00:00,6.73,26.10,2.17,5.21,20.29,1.41,3.27,5.00,8.04,2023102918,-
KR Puram STP 20 MLD,2023-10-29 18:00:00,6.96,26.10,2.32,4.64,128.74,5.31,44.05,18.02,1.86,2023102918,-
1.5 MLD Lalbagh TTP,2023-10-29 18:00:00,7.32,28.10,0.61,2.85,18.56,1.64,1.52,-1.63,-1.13,2023102918,-
35MLD Agaram STP,2023-10-29 18:00:00,7.09,26.40,0.00,0.00,29.07,4.96,0.0,6.38,-,2023102918,-
Chikka_Bagur_5_MLD_STP,2023-10-27 13:27:00,7.65,27.80,-,-,41.80,5.9,6.8,11.80,-,2023102918,-
Yelahanka 10MLD TTP,2023-10-29 18:00:00,7.03,25.70,0.82,4.74,40.20,9.3,6.7,8.04,3.63,2023102918,0.22
40MLD OLD Rajacanal STP,2023-10-17 16:45:00,7.52,26.50,0.20,0.66,25.50,6.6,7.5,6.38,0.70,2023102918,0.10
Hennur 1MLD TTP,2023-10-29 14:45:00,7.70,27.80,0.80,1.20,20.00,2.1,4.9,5.00,4.27,2023102918,0.16
4_MLD_Madiwala_STP,2023-10-28 00:00:00,7.70,25.80,0.60,1.74,34.49,1.95,3.52,8.62,-,2023102918,-
150MLD STP_K&C valley,2023-10-29 17:30:00,7.85,-,2.13,5.27,-,139.19,30.75,-,-,2023102918,0.67
2MLD Ulsoor STP,2023-10-29 18:45:00,7.14,24.90,0.57,1.42,28.73,2.27,4.27,5.71,3.78,2023102919,-
CHIKKABANAVARA 5 MLD,2023-10-29 16:30:00,7.68,25.20,0.45,3.30,35.23,4.53,6.39,11.36,3.60,2023102919,-
KADUGODI 6 MLD STP,2023-10-29 18:45:00,7.68,27.80,0.60,4.05,41.55,10.67,10.18,35.00,3.00,2023102919,-
HORAMAVU 20 MLD,2023-10-27 08:00:00,7.45,28.00,0.72,4.50,55.24,4.46,22.45,0.00,2.88,2023102919,-
K AND C VALLEY 60 MLD,2023-10-29 18:45:00,7.38,21.90,0.43,5.50,62.72,10.2,46.92,8.80,3.57,2023102919,-
NAGASANDRA 20 MLD,2023-10-29 18:45:00,7.74,26.80,0.96,3.84,72.92,10.62,14.9,7.05,4.01,2023102919,-
RAJACANAL 40 MLD,2023-10-29 18:45:00,7.61,27.60,0.93,3.90,31.69,3.44,9.69,7.92,4.46,2023102919,-
YELLAMALAPACHETTY 15 MLD,2023-10-29 18:45:00,7.53,27.90,0.56,2.23,56.70,1.67,6.06,5.14,2.84,2023102919,-
BELLANDUR 90 MLD,2023-10-29 19:00:00,7.79,27.50,0.57,1.60,26.98,4.74,6.41,5.40,3.19,2023102919,-
DODDABELE 20 MLD,2023-10-29 18:45:00,7.27,27.40,0.71,3.40,36.99,6.38,5.62,10.39,4.36,2023102919,-
NAGASANDRA OLD 20 MLD,2023-10-29 18:45:00,7.34,25.20,3.44,5.16,180.34,4.61,144.9,1.89,2.02,2023102919,-
4MLD Cubbon Park TTP,2023-10-29 19:00:00,7.20,28.70,0.49,4.70,17.28,1.2,0.9,5.01,1.96,2023102919,-
KADABEESANAHALLI 50 MLD,2023-10-29 19:00:00,-,-,0.81,3.66,47.11,8.13,10.85,5.65,3.25,2023102919,-
STP Sarakki 5 MLD,2023-10-29 18:45:00,7.79,28.20,3.03,6.06,19.15,5.44,6.63,3.83,-,2023102919,-
Mailasandra STP 75 MLD,2023-10-29 18:45:00,7.71,23.50,123.66,185.49,45.62,8.24,18.84,13.11,1.34,2023102919,-
60 MLD V.Valley TTP,2023-10-26 00:00:00,6.73,26.10,2.17,5.21,20.29,1.41,3.27,5.00,8.04,2023102919,-
KR Puram STP 20 MLD,2023-10-29 19:00:00,6.97,25.90,2.32,4.64,134.66,4.86,48.08,18.85,1.86,2023102919,-
1.5 MLD Lalbagh TTP,2023-10-29 19:00:00,7.32,27.20,0.78,3.50,18.56,1.63,1.51,-1.15,-0.55,2023102919,-
35MLD Agaram STP,2023-10-29 19:00:00,7.12,26.40,0.00,0.00,29.19,4.98,0.0,6.41,-,2023102919,-
Chikka_Bagur_5_MLD_STP,2023-10-27 13:27:00,7.65,27.80,-,-,41.80,5.9,6.8,11.80,-,2023102919,-
Yelahanka 10MLD TTP,2023-10-29 19:00:00,6.98,25.70,0.99,5.40,40.00,10.1,7.6,8.02,3.93,2023102919,0.22
40MLD OLD Rajacanal STP,2023-10-17 16:45:00,7.52,26.50,0.20,0.66,25.50,6.6,7.5,6.38,0.70,2023102919,0.10
Hennur 1MLD TTP,2023-10-29 14:45:00,7.70,27.80,0.80,1.20,20.00,2.1,4.9,5.00,4.27,2023102919,0.16
4_MLD_Madiwala_STP,2023-10-28 00:00:00,7.70,25.80,0.60,1.74,34.49,1.95,3.52,8.62,-,2023102919,-
150MLD STP_K&C valley,2023-10-29 18:55:00,7.82,-,2.13,5.28,-,156.19,30.62,-,-,2023102919,0.68
2MLD Ulsoor STP,2023-10-29 19:30:00,7.14,24.90,0.57,1.42,28.20,2.23,4.19,5.71,3.71,2023102920,-
CHIKKABANAVARA 5 MLD,2023-10-29 16:30:00,7.68,25.20,0.45,3.30,35.23,4.53,6.39,11.36,3.60,2023102920,-
KADUGODI 6 MLD STP,2023-10-29 19:45:00,7.64,27.90,0.60,4.03,41.54,10.67,10.11,35.01,3.00,2023102920,-
HORAMAVU 20 MLD,2023-10-27 08:00:00,7.45,28.00,0.72,4.50,55.24,4.46,22.45,0.00,2.88,2023102920,-
K AND C VALLEY 60 MLD,2023-10-29 19:45:00,6.70,22.20,0.45,5.80,62.90,10.23,47.55,8.77,3.73,2023102920,-
NAGASANDRA 20 MLD,2023-10-29 19:45:00,7.77,26.80,0.97,3.88,85.27,11.6,16.56,7.20,4.02,2023102920,-
RAJACANAL 40 MLD,2023-10-29 19:45:00,7.61,27.60,0.94,3.90,31.82,3.45,9.96,7.98,4.51,2023102920,-
YELLAMALAPACHETTY 15 MLD,2023-10-29 19:45:00,7.53,27.88,0.56,2.23,57.46,1.66,6.07,5.13,1.47,2023102920,-
BELLANDUR 90 MLD,2023-10-29 19:45:00,7.80,27.40,0.57,1.60,26.98,4.72,6.5,5.40,3.19,2023102920,-
DODDABELE 20 MLD,2023-10-29 19:45:00,7.24,27.30,0.71,3.40,36.95,6.37,5.59,10.39,4.34,2023102920,-
NAGASANDRA OLD 20 MLD,2023-10-29 19:45:00,7.98,21.40,1.29,1.93,152.15,6.35,120.41,3.46,4.20,2023102920,-
4MLD Cubbon Park TTP,2023-10-29 20:00:00,7.19,28.70,0.48,4.70,17.28,1.2,0.9,5.01,1.92,2023102920,-
KADABEESANAHALLI 50 MLD,2023-10-29 20:00:00,-,-,0.81,3.65,47.24,8.12,10.89,5.55,3.25,2023102920,-
STP Sarakki 5 MLD,2023-10-29 19:45:00,7.79,28.20,3.04,6.08,19.18,5.47,6.7,3.84,-,2023102920,-
Mailasandra STP 75 MLD,2023-10-29 19:45:00,7.72,23.20,138.07,207.11,45.60,8.27,18.85,13.21,1.25,2023102920,-
60 MLD V.Valley TTP,2023-10-26 00:00:00,6.73,26.10,2.17,5.21,20.29,1.41,3.27,5.00,8.04,2023102920,-
KR Puram STP 20 MLD,2023-10-29 20:00:00,6.96,25.80,2.42,4.84,133.90,5.02,47.85,18.75,1.87,2023102920,-
1.5 MLD Lalbagh TTP,2023-10-29 20:00:00,7.34,26.50,0.97,4.57,18.55,1.63,1.51,0.51,0.34,2023102920,-
35MLD Agaram STP,2023-10-29 20:00:00,7.10,25.90,0.00,0.00,29.11,4.97,0.0,6.39,-,2023102920,-
Chikka_Bagur_5_MLD_STP,2023-10-27 13:27:00,7.65,27.80,-,-,41.80,5.9,6.8,11.80,-,2023102920,-
Yelahanka 10MLD TTP,2023-10-29 20:00:00,7.09,25.60,0.77,5.55,39.70,10.4,8.1,7.95,3.47,2023102920,0.22
40MLD OLD Rajacanal STP,2023-10-17 16:45:00,7.52,26.50,0.20,0.66,25.50,6.6,7.5,6.38,0.70,2023102920,0.10
Hennur 1MLD TTP,2023-10-29 14:45:00,7.70,27.80,0.80,1.20,20.00,2.1,4.9,5.00,4.27,2023102920,0.16
4_MLD_Madiwala_STP,2023-10-28 00:00:00,7.70,25.80,0.60,1.74,34.49,1.95,3.52,8.62,-,2023102920,-
150MLD STP_K&C valley,2023-10-29 19:55:00,7.79,-,2.13,5.26,-,149.19,30.5,-,-,2023102920,0.68
2MLD Ulsoor STP,2023-10-29 20:15:00,7.14,24.90,0.57,1.42,28.65,2.26,4.26,5.71,3.77,2023102921,-
CHIKKABANAVARA 5 MLD,2023-10-29 20:45:00,7.69,24.70,0.44,3.30,34.80,4.43,6.35,11.69,3.52,2023102921,-
KADUGODI 6 MLD STP,2023-10-29 20:30:00,7.64,27.90,0.60,4.03,41.45,10.68,10.01,36.53,3.00,2023102921,-
HORAMAVU 20 MLD,2023-10-27 08:00:00,7.45,28.00,0.72,4.50,55.24,4.46,22.45,0.00,2.88,2023102921,-
K AND C VALLEY 60 MLD,2023-10-29 20:45:00,6.73,22.50,0.54,4.20,62.61,10.27,47.16,8.97,4.48,2023102921,-
NAGASANDRA 20 MLD,2023-10-29 20:45:00,7.80,26.50,0.95,3.80,90.53,12.44,16.94,7.10,3.99,2023102921,-
RAJACANAL 40 MLD,2023-10-29 20:45:00,7.61,27.60,0.94,3.90,31.81,3.51,9.97,7.84,4.51,2023102921,-
YELLAMALAPACHETTY 15 MLD,2023-10-29 20:45:00,7.47,27.68,0.55,2.21,59.30,1.67,6.1,5.14,5.41,2023102921,-
BELLANDUR 90 MLD,2023-10-29 20:45:00,7.80,27.40,0.57,1.60,26.99,4.73,6.52,5.40,3.19,2023102921,-
DODDABELE 20 MLD,2023-10-29 20:45:00,7.24,27.10,0.71,3.40,36.98,6.37,5.61,10.37,4.34,2023102921,-
NAGASANDRA OLD 20 MLD,2023-10-29 20:45:00,7.33,25.10,3.50,5.25,179.78,4.52,139.93,1.59,3.48,2023102921,-
4MLD Cubbon Park TTP,2023-10-29 21:00:00,7.18,28.70,0.48,4.70,17.26,1.2,0.9,5.01,1.92,2023102921,-
KADABEESANAHALLI 50 MLD,2023-10-29 21:00:00,-,-,0.81,3.65,47.21,8.11,10.86,5.47,3.25,2023102921,-
STP Sarakki 5 MLD,2023-10-29 20:45:00,7.84,28.10,3.08,6.16,18.99,5.19,6.06,3.80,-,2023102921,-
Mailasandra STP 75 MLD,2023-10-29 20:45:00,7.72,23.20,149.86,224.79,45.64,8.28,18.86,13.12,1.19,2023102921,-
60 MLD V.Valley TTP,2023-10-26 00:00:00,6.73,26.10,2.17,5.21,20.29,1.41,3.27,5.00,8.04,2023102921,-
KR Puram STP 20 MLD,2023-10-29 21:00:00,6.97,25.80,2.40,4.80,123.07,4.54,42.23,17.23,1.87,2023102921,-
1.5 MLD Lalbagh TTP,2023-10-29 21:00:00,7.35,26.00,1.11,5.22,18.55,1.63,1.5,0.78,0.21,2023102921,-
35MLD Agaram STP,2023-10-29 21:00:00,7.15,26.20,0.01,0.04,29.32,5.01,0.05,6.43,-,2023102921,-
Chikka_Bagur_5_MLD_STP,2023-10-27 13:27:00,7.65,27.80,-,-,41.80,5.9,6.8,11.80,-,2023102921,-
Yelahanka 10MLD TTP,2023-10-29 21:00:00,7.13,25.60,0.69,4.14,39.10,10.9,8.6,7.90,3.49,2023102921,0.22
40MLD OLD Rajacanal STP,2023-10-17 16:45:00,7.52,26.50,0.20,0.66,25.50,6.6,7.5,6.38,0.70,2023102921,0.10
Hennur 1MLD TTP,2023-10-29 14:45:00,7.70,27.80,0.80,1.20,20.00,2.1,4.9,5.00,4.27,2023102921,0.16
4_MLD_Madiwala_STP,2023-10-28 00:00:00,7.70,25.80,0.60,1.74,34.49,1.95,3.52,8.62,-,2023102921,-
150MLD STP_K&C valley,2023-10-29 20:55:00,7.82,-,2.14,5.26,-,150.19,30.5,-,-,2023102921,0.69
2MLD Ulsoor STP,2023-10-29 21:45:00,7.14,24.80,0.58,1.45,28.42,2.24,4.23,5.71,3.74,2023102922,-
CHIKKABANAVARA 5 MLD,2023-10-29 21:45:00,7.70,24.50,0.43,3.30,34.43,4.39,6.23,11.46,3.44,2023102922,-
KADUGODI 6 MLD STP,2023-10-29 21:45:00,7.70,27.90,0.60,4.03,41.65,10.68,10.4,35.53,3.00,2023102922,-
HORAMAVU 20 MLD,2023-10-27 08:00:00,7.45,28.00,0.72,4.50,55.24,4.46,22.45,0.00,2.88,2023102922,-
K AND C VALLEY 60 MLD,2023-10-29 21:45:00,6.73,22.90,0.66,3.80,62.61,10.31,47.26,8.97,5.48,2023102922,-
NAGASANDRA 20 MLD,2023-10-29 21:45:00,7.79,26.50,0.95,3.80,93.91,11.34,18.4,6.84,3.97,2023102922,-
RAJACANAL 40 MLD,2023-10-29 21:45:00,7.62,27.50,0.94,4.00,30.75,3.56,8.05,8.04,4.51,2023102922,-
YELLAMALAPACHETTY 15 MLD,2023-10-29 21:45:00,7.46,27.63,0.55,2.21,58.85,1.66,6.09,5.15,1.41,2023102922,-
BELLANDUR 90 MLD,2023-10-29 21:45:00,7.80,27.40,0.57,1.60,26.99,4.72,6.5,5.40,3.19,2023102922,-
DODDABELE 20 MLD,2023-10-29 21:45:00,7.24,27.00,0.70,3.40,36.96,6.38,5.49,10.38,4.34,2023102922,-
NAGASANDRA OLD 20 MLD,2023-10-29 21:45:00,7.34,25.10,3.64,5.46,209.04,5.58,166.11,1.68,1.66,2023102922,-
4MLD Cubbon Park TTP,2023-10-29 22:00:00,7.20,28.70,0.48,4.70,17.28,1.2,0.9,5.01,1.92,2023102922,-
KADABEESANAHALLI 50 MLD,2023-10-29 22:00:00,-,-,0.81,3.66,47.31,8.12,10.92,5.66,3.25,2023102922,-
STP Sarakki 5 MLD,2023-10-29 21:45:00,7.78,28.10,3.09,6.18,19.01,5.21,6.08,3.80,-,2023102922,-
Mailasandra STP 75 MLD,2023-10-29 21:45:00,7.72,23.20,154.58,231.87,45.71,8.38,18.87,13.29,1.31,2023102922,-
60 MLD V.Valley TTP,2023-10-26 00:00:00,6.73,26.10,2.17,5.21,20.29,1.41,3.27,5.00,8.04,2023102922,-
KR Puram STP 20 MLD,2023-10-29 22:00:00,6.96,25.70,2.41,4.82,132.71,4.54,46.72,18.58,1.88,2023102922,-
1.5 MLD Lalbagh TTP,2023-10-29 22:00:00,7.36,25.60,1.24,5.93,18.54,1.63,1.5,0.52,-6.09,2023102922,-
35MLD Agaram STP,2023-10-29 22:00:00,7.04,26.10,0.01,0.04,28.86,4.93,0.05,6.34,-,2023102922,-
Chikka_Bagur_5_MLD_STP,2023-10-27 13:27:00,7.65,27.80,-,-,41.80,5.9,6.8,11.80,-,2023102922,-
Yelahanka 10MLD TTP,2023-10-29 22:00:00,7.14,25.60,0.75,4.47,39.00,11.1,8.8,7.81,3.26,2023102922,0.22
40MLD OLD Rajacanal STP,2023-10-17 16:45:00,7.52,26.50,0.20,0.66,25.50,6.6,7.5,6.38,0.70,2023102922,0.10
Hennur 1MLD TTP,2023-10-29 14:45:00,7.70,27.80,0.80,1.20,20.00,2.1,4.9,5.00,4.27,2023102922,0.16
4_MLD_Madiwala_STP,2023-10-28 00:00:00,7.70,25.80,0.60,1.74,34.49,1.95,3.52,8.62,-,2023102922,-
150MLD STP_K&C valley,2023-10-29 21:55:00,7.80,-,2.13,5.28,-,154.19,30.5,-,-,2023102922,0.70
2MLD Ulsoor STP,2023-10-29 22:30:00,7.14,24.80,0.58,1.45,28.58,2.26,4.25,5.71,3.76,2023102923,-
CHIKKABANAVARA 5 MLD,2023-10-29 22:45:00,7.68,24.50,0.42,3.30,35.64,4.35,6.57,11.40,3.36,2023102923,-
KADUGODI 6 MLD STP,2023-10-29 22:45:00,7.65,27.90,0.60,4.02,41.65,10.67,10.39,35.02,3.00,2023102923,-
HORAMAVU 20 MLD,2023-10-27 08:00:00,7.45,28.00,0.72,4.50,55.24,4.46,22.45,0.00,2.88,2023102923,-
K AND C VALLEY 60 MLD,2023-10-29 22:45:00,6.78,27.60,0.61,4.40,50.21,10.58,23.55,11.03,5.06,2023102923,-
NAGASANDRA 20 MLD,2023-10-29 22:45:00,7.79,26.40,0.94,3.76,99.36,10.86,20.05,6.32,3.96,2023102923,-
RAJACANAL 40 MLD,2023-10-29 22:45:00,7.61,27.50,0.93,4.00,30.36,3.55,7.31,8.02,4.46,2023102923,-
YELLAMALAPACHETTY 15 MLD,2023-10-29 22:45:00,7.44,27.56,0.55,2.20,59.26,1.65,6.1,5.14,1.16,2023102923,-
BELLANDUR 90 MLD,2023-10-29 22:45:00,7.80,27.30,0.57,1.60,26.99,4.72,6.57,5.40,3.19,2023102923,-
DODDABELE 20 MLD,2023-10-29 22:45:00,7.22,27.00,0.71,3.40,37.12,6.37,5.84,10.38,4.33,2023102923,-
NAGASANDRA OLD 20 MLD,2023-10-29 22:45:00,7.34,25.00,3.48,5.22,224.31,4.58,181.82,0.93,1.93,2023102923,-
4MLD Cubbon Park TTP,2023-10-29 23:00:00,7.20,28.70,0.48,4.70,17.28,1.2,0.91,5.01,1.92,2023102923,-
KADABEESANAHALLI 50 MLD,2023-10-29 22:45:00,-,-,0.81,3.65,47.27,8.11,10.88,5.52,3.25,2023102923,-
STP Sarakki 5 MLD,2023-10-29 22:45:00,7.81,28.00,3.12,6.24,19.04,5.26,6.2,3.81,-,2023102923,-
Mailasandra STP 75 MLD,2023-10-29 22:45:00,7.82,23.00,529.18,793.77,45.64,8.29,18.85,13.05,-0.07,2023102923,-
60 MLD V.Valley TTP,2023-10-26 00:00:00,6.73,26.10,2.17,5.21,20.29,1.41,3.27,5.00,8.04,2023102923,-
KR Puram STP 20 MLD,2023-10-29 22:45:00,6.97,25.70,2.35,4.70,155.55,5.49,58.64,21.78,1.88,2023102923,-
1.5 MLD Lalbagh TTP,2023-10-29 23:00:00,7.36,25.10,1.39,6.70,18.54,1.63,1.5,0.79,-0.02,2023102923,-
35MLD Agaram STP,2023-10-29 23:00:00,7.03,26.10,0.00,0.00,28.82,4.92,0.0,6.33,-,2023102923,-
Chikka_Bagur_5_MLD_STP,2023-10-27 13:27:00,7.65,27.80,-,-,41.80,5.9,6.8,11.80,-,2023102923,-
Yelahanka 10MLD TTP,2023-10-29 23:00:00,7.15,25.60,0.93,5.13,39.10,11.3,8.9,7.80,3.20,2023102923,0.22
40MLD OLD Rajacanal STP,2023-10-17 16:45:00,7.52,26.50,0.20,0.66,25.50,6.6,7.5,6.38,0.70,2023102923,0.10
Hennur 1MLD TTP,2023-10-29 14:45:00,7.70,27.80,0.80,1.20,20.00,2.1,4.9,5.00,4.27,2023102923,0.16
4_MLD_Madiwala_STP,2023-10-28 00:00:00,7.70,25.80,0.60,1.74,34.49,1.95,3.52,8.62,-,2023102923,-
150MLD STP_K&C valley,2023-10-29 22:50:00,7.80,-,2.14,5.27,-,155.19,30.5,-,-,2023102923,0.70
2MLD Ulsoor STP,2023-10-29 23:15:00,7.14,24.80,0.58,1.45,28.35,2.24,4.21,5.71,3.73,2023103000,-
CHIKKABANAVARA 5 MLD,2023-10-29 23:45:00,7.63,24.40,0.41,3.30,35.03,4.39,6.44,11.85,3.28,2023103000,-
KADUGODI 6 MLD STP,2023-10-29 23:45:00,7.64,28.10,0.60,4.28,41.54,10.67,10.26,35.35,3.00,2023103000,-
HORAMAVU 20 MLD,2023-10-27 08:00:00,7.45,28.00,0.72,4.50,55.24,4.46,22.45,0.00,2.88,2023103000,-
K AND C VALLEY 60 MLD,2023-10-29 23:45:00,6.75,27.60,0.62,4.20,54.83,10.37,29.26,10.39,5.15,2023103000,-
NAGASANDRA 20 MLD,2023-10-29 23:45:00,7.79,26.40,0.96,3.84,103.57,10.76,20.88,6.04,3.96,2023103000,-
RAJACANAL 40 MLD,2023-10-29 23:45:00,7.60,27.40,0.93,4.00,29.08,3.53,4.98,8.04,4.46,2023103000,-
YELLAMALAPACHETTY 15 MLD,2023-10-29 23:45:00,7.44,27.55,0.55,2.20,59.62,1.65,6.11,5.15,1.17,2023103000,-
BELLANDUR 90 MLD,2023-10-30 00:00:00,7.80,27.30,0.56,1.60,26.98,4.73,6.45,5.40,3.14,2023103000,-
DODDABELE 20 MLD,2023-10-29 23:45:00,7.20,26.90,0.71,3.40,37.21,6.35,5.9,10.34,4.32,2023103000,-
NAGASANDRA OLD 20 MLD,2023-10-29 23:45:00,7.94,20.40,1.41,2.12,162.61,7.55,123.03,3.86,4.21,2023103000,-
4MLD Cubbon Park TTP,2023-10-30 00:00:00,7.21,28.70,0.48,4.70,17.27,1.2,0.9,5.01,1.92,2023103000,-
KADABEESANAHALLI 50 MLD,2023-10-30 00:00:00,-,-,0.81,3.65,47.26,8.1,10.89,5.44,3.24,2023103000,-
STP Sarakki 5 MLD,2023-10-29 23:30:00,7.80,28.00,3.13,6.26,19.02,5.22,6.06,3.80,-,2023103000,-
Mailasandra STP 75 MLD,2023-10-29 23:45:00,7.81,23.00,750.05,1125.07,45.65,8.34,18.87,13.07,-0.65,2023103000,-
60 MLD V.Valley TTP,2023-10-26 00:00:00,6.73,26.10,2.17,5.21,20.29,1.41,3.27,5.00,8.04,2023103000,-
KR Puram STP 20 MLD,2023-10-30 00:00:00,6.96,25.60,2.38,4.76,179.96,5.57,69.53,25.19,1.88,2023103000,-
1.5 MLD Lalbagh TTP,2023-10-30 00:00:00,7.37,24.80,1.45,7.12,18.54,1.63,1.51,1.22,1.01,2023103000,-
35MLD Agaram STP,2023-10-30 00:00:00,7.03,26.20,0.00,0.00,28.82,4.92,0.0,6.33,-,2023103000,-
Chikka_Bagur_5_MLD_STP,2023-10-27 13:27:00,7.65,27.80,-,-,41.80,5.9,6.8,11.80,-,2023103000,-
Yelahanka 10MLD TTP,2023-10-30 00:00:00,7.13,25.50,0.99,6.00,39.90,10.5,8.3,7.90,3.31,2023103000,0.22
40MLD OLD Rajacanal STP,2023-10-17 16:45:00,7.52,26.50,0.20,0.66,25.50,6.6,7.5,6.38,0.70,2023103000,0.10
Hennur 1MLD TTP,2023-10-29 14:45:00,7.70,27.80,0.80,1.20,20.00,2.1,4.9,5.00,4.27,2023103000,0.16
4_MLD_Madiwala_STP,2023-10-28 00:00:00,7.70,25.80,0.60,1.74,34.49,1.95,3.52,8.62,-,2023103000,-
150MLD STP_K&C valley,2023-10-29 23:50:00,7.80,-,2.14,5.25,-,152.19,30.62,-,-,2023103000,0.69
2MLD Ulsoor STP,2023-10-30 00:45:00,7.14,24.80,0.58,1.45,28.27,2.23,4.2,5.71,3.72,2023103001,-
CHIKKABANAVARA 5 MLD,2023-10-30 00:45:00,7.61,24.50,0.42,3.40,35.69,4.37,6.59,11.94,3.36,2023103001,-
KADUGODI 6 MLD STP,2023-10-30 00:45:00,7.66,28.00,0.60,4.27,41.73,10.67,10.73,35.28,3.00,2023103001,-
HORAMAVU 20 MLD,2023-10-27 08:00:00,7.45,28.00,0.72,4.50,55.24,4.46,22.45,0.00,2.88,2023103001,-
K AND C VALLEY 60 MLD,2023-10-30 00:45:00,6.76,27.60,0.60,4.20,60.51,10.18,36.66,9.91,4.98,2023103001,-
NAGASANDRA 20 MLD,2023-10-30 00:45:00,7.80,26.30,0.93,3.72,107.50,11.34,21.51,6.81,3.95,2023103001,-
RAJACANAL 40 MLD,2023-10-30 00:45:00,7.61,27.50,0.94,3.90,29.02,3.54,4.89,8.09,4.51,2023103001,-
YELLAMALAPACHETTY 15 MLD,2023-10-30 00:45:00,7.44,27.56,0.55,2.20,63.65,1.66,6.19,5.16,6.55,2023103001,-
BELLANDUR 90 MLD,2023-10-30 00:45:00,7.80,27.30,0.56,1.60,26.99,4.73,6.57,5.40,3.14,2023103001,-
DODDABELE 20 MLD,2023-10-30 00:45:00,7.18,26.90,0.71,3.40,37.07,6.37,5.66,10.37,4.31,2023103001,-
NAGASANDRA OLD 20 MLD,2023-10-30 00:45:00,7.94,19.70,1.47,2.20,172.08,7.28,130.4,3.05,4.29,2023103001,-
4MLD Cubbon Park TTP,2023-10-30 01:00:00,7.21,28.70,0.47,4.69,17.26,1.19,0.89,5.01,1.88,2023103001,-
KADABEESANAHALLI 50 MLD,2023-10-30 01:00:00,-,-,0.81,3.65,47.35,8.11,10.95,5.52,3.24,2023103001,-
STP Sarakki 5 MLD,2023-10-30 00:45:00,7.79,27.90,3.12,6.24,18.98,5.16,5.92,3.80,-,2023103001,-
Mailasandra STP 75 MLD,2023-10-30 00:45:00,7.81,22.90,814.93,1222.40,45.69,8.39,18.87,13.12,-0.69,2023103001,-
60 MLD V.Valley TTP,2023-10-26 00:00:00,6.73,26.10,2.17,5.21,20.29,1.41,3.27,5.00,8.04,2023103001,-
KR Puram STP 20 MLD,2023-10-30 01:00:00,6.95,25.60,2.44,4.88,177.74,6.09,67.7,24.88,1.88,2023103001,-
1.5 MLD Lalbagh TTP,2023-10-30 01:00:00,7.37,24.40,1.54,7.55,18.54,1.63,1.5,0.00,0.43,2023103001,-
35MLD Agaram STP,2023-10-30 01:00:00,7.01,26.20,0.00,0.00,28.74,4.91,0.0,6.31,-,2023103001,-
Chikka_Bagur_5_MLD_STP,2023-10-27 13:27:00,7.65,27.80,-,-,41.80,5.9,6.8,11.80,-,2023103001,-
Yelahanka 10MLD TTP,2023-10-30 01:00:00,7.12,25.50,1.07,6.42,40.20,10.4,8.1,8.04,3.21,2023103001,0.22
40MLD OLD Rajacanal STP,2023-10-17 16:45:00,7.52,26.50,0.20,0.66,25.50,6.6,7.5,6.38,0.70,2023103001,0.10
Hennur 1MLD TTP,2023-10-29 14:45:00,7.70,27.80,0.80,1.20,20.00,2.1,4.9,5.00,4.27,2023103001,0.16
4_MLD_Madiwala_STP,2023-10-28 00:00:00,7.70,25.80,0.60,1.74,34.49,1.95,3.52,8.62,-,2023103001,-
