stp_name,timestamp,ph,temperature,ammonical_nitrogen,total_nitrogen,cod,bod,tss,color,dissolved_oxygen,total_phosphorus,updated_on
60 MLD V.Valley TTP,2023-11-26 07:45:00,6.95,23.90,0.89,2.14,20.04,1.78,3.2,4.50,1.51,-,2023112608
KR Puram STP 20 MLD,2023-11-26 08:00:00,6.91,24.20,2.12,4.24,63.10,6.76,71.38,8.83,3.71,-,2023112608
1.5 MLD Lalbagh TTP,2023-11-25 19:30:00,7.33,26.30,0.70,3.50,18.19,1.42,1.03,5.07,2.99,-,2023112608
35MLD Agaram STP,2023-11-26 08:00:00,7.2,25.00,0.73,2.99,29.52,5.04,4.02,6.48,-,-,2023112608
Chikka_Bagur_5_MLD_STP,2023-11-26 08:00:00,8.0,26.60,2.92,5.80,42.40,6.20,7.2,12.40,-,-,2023112608
Yelahanka 10MLD TTP,2023-11-26 08:00:00,7.44,24.50,1.06,3.01,35.10,9.70,10.7,7.03,3.04,0.21,2023112608
40MLD OLD Rajacanal STP,2023-11-26 08:00:00,7.71,23.70,2.39,7.89,26.00,6.60,7.4,6.50,8.37,1.20,2023112608
Hennur 1MLD TTP,2023-11-24 20:30:00,7.61,26.80,1.23,1.85,23.00,3.50,5.0,5.15,4.09,0.25,2023112608
4_MLD_Madiwala_STP,2023-11-26 08:00:00,7.7,24.70,0.37,1.07,34.65,3.45,4.01,8.66,-,-,2023112608
150MLD STP_K&C valley,2023-11-26 07:55:00,6.53,-,2.71,2.91,-,9.89,8.75,-,-,0.89,2023112608
20Mld KR Puram STP New,2023-11-26 07:45:00,0.0,-,0.00,0.00,0.00,0.00,0.0,0.00,-,-,2023112608
10 MLD STP HULIMAVU,2023-11-18 23:45:00,7.31,-,-,-,21.22,1.27,3.4,1.20,-,-,2023112608
2MLD Ulsoor STP,2023-11-26 08:45:00,7.32,25.70,0.38,1.90,23.31,3.26,3.73,4.66,3.33,-,2023112609
CHIKKABANAVARA 5 MLD,2023-11-26 08:45:00,7.63,22.90,0.37,3.40,28.12,4.45,4.48,12.59,2.96,-,2023112609
KADUGODI 6 MLD STP,2023-11-26 09:00:00,7.77,26.60,0.60,3.26,36.92,7.02,9.4,6.52,3.54,-,2023112609
HORAMAVU 20 MLD,2023-11-26 08:45:00,7.66,28.00,1.02,3.60,-,-,36.01,1.40,4.08,-,2023112609
K AND C VALLEY 60 MLD,2023-11-26 08:45:00,6.83,26.60,0.59,4.00,37.96,9.98,13.93,8.86,4.90,-,2023112609
NAGASANDRA 20 MLD,2023-11-26 08:45:00,7.69,24.40,1.06,4.24,287.89,0.00,80.27,0.00,3.62,-,2023112609
RAJACANAL 40 MLD,2023-11-26 08:45:00,7.65,26.00,0.87,4.10,28.44,3.52,4.13,7.99,4.18,-,2023112609
YELLAMALAPACHETTY 15 MLD,2023-11-26 09:00:00,7.13,26.42,0.53,2.11,42.06,4.37,3.95,4.56,0.04,-,2023112609
BELLANDUR 90 MLD,2023-11-26 08:45:00,7.84,25.90,0.53,1.60,27.59,4.39,10.4,5.52,2.97,-,2023112609
DODDABELE 20 MLD,2023-11-26 08:00:00,7.25,25.60,0.73,3.60,44.98,7.25,13.06,11.43,4.35,-,2023112609
NAGASANDRA OLD 20 MLD,2023-11-26 08:45:00,7.16,23.30,0.97,1.46,137.55,10.45,92.23,4.31,2.29,-,2023112609
4MLD Cubbon Park TTP,2023-11-26 09:00:00,7.16,27.90,0.73,4.70,17.30,1.20,0.91,5.02,3.65,-,2023112609
KADABEESANAHALLI 50 MLD,2023-11-26 09:00:00,6.82,23.20,0.77,3.48,103.60,7.73,36.25,4.90,3.09,-,2023112609
STP Sarakki 5 MLD,2023-11-25 09:45:00,7.96,26.90,0.67,1.34,18.73,4.85,5.77,3.75,-,-,2023112609
Mailasandra STP 75 MLD,2023-11-26 08:45:00,7.64,22.00,7.35,13.24,45.96,8.88,18.3,12.31,2.64,-,2023112609
60 MLD V.Valley TTP,2023-11-26 08:45:00,6.95,23.90,0.92,2.21,20.04,1.79,3.2,4.54,1.51,-,2023112609
KR Puram STP 20 MLD,2023-11-26 09:00:00,6.91,24.20,2.12,4.24,62.35,6.76,70.57,8.73,3.71,-,2023112609
1.5 MLD Lalbagh TTP,2023-11-25 19:30:00,7.33,26.30,0.70,3.50,18.19,1.42,1.03,5.07,2.99,-,2023112609
35MLD Agaram STP,2023-11-26 09:00:00,7.11,24.90,0.74,3.03,29.15,4.98,4.07,6.40,-,-,2023112609
Chikka_Bagur_5_MLD_STP,2023-11-26 09:00:00,8.04,26.50,2.71,5.40,42.30,6.10,7.2,12.20,-,-,2023112609
Yelahanka 10MLD TTP,2023-11-26 09:00:00,7.43,24.30,0.99,2.86,34.60,10.60,12.2,6.92,3.06,0.21,2023112609
40MLD OLD Rajacanal STP,2023-11-26 09:00:00,7.72,23.80,2.32,7.66,26.00,6.60,7.4,6.50,8.12,1.16,2023112609
Hennur 1MLD TTP,2023-11-24 20:30:00,7.61,26.80,1.23,1.85,23.00,3.50,5.0,5.15,4.09,0.25,2023112609
4_MLD_Madiwala_STP,2023-11-26 09:00:00,7.7,24.70,0.37,1.07,34.65,3.44,4.02,8.66,-,-,2023112609
150MLD STP_K&C valley,2023-11-26 08:55:00,6.5,-,2.70,2.91,-,9.89,8.75,-,-,0.88,2023112609
20Mld KR Puram STP New,2023-11-26 08:45:00,0.0,-,0.00,0.00,0.00,0.00,0.0,0.00,-,-,2023112609
10 MLD STP HULIMAVU,2023-11-18 23:45:00,7.31,-,-,-,21.22,1.27,3.4,1.20,-,-,2023112609
2MLD Ulsoor STP,2023-11-26 09:45:00,7.55,26.60,0.38,1.90,33.11,4.64,5.3,6.62,4.73,-,2023112610
CHIKKABANAVARA 5 MLD,2023-11-26 09:45:00,7.61,22.90,0.36,3.30,28.14,4.45,4.48,12.57,2.88,-,2023112610
KADUGODI 6 MLD STP,2023-11-26 10:00:00,7.78,26.80,0.60,3.27,36.93,7.03,9.3,6.54,3.54,-,2023112610
HORAMAVU 20 MLD,2023-11-26 10:00:00,7.66,28.10,1.01,3.70,-,-,36.06,1.44,4.04,-,2023112610
K AND C VALLEY 60 MLD,2023-11-26 09:45:00,6.83,26.70,0.60,3.90,38.73,9.94,15.19,8.56,4.98,-,2023112610
NAGASANDRA 20 MLD,2023-11-26 09:45:00,7.69,25.20,0.98,3.92,296.02,0.00,85.13,0.00,3.73,-,2023112610
RAJACANAL 40 MLD,2023-11-26 09:45:00,7.65,26.10,0.87,4.20,28.44,3.52,4.15,8.01,4.18,-,2023112610
YELLAMALAPACHETTY 15 MLD,2023-11-26 09:45:00,7.18,26.59,0.53,2.13,24.62,4.41,3.47,4.58,2.44,-,2023112610
BELLANDUR 90 MLD,2023-11-26 09:30:00,7.84,26.10,0.53,1.60,27.57,4.32,10.19,5.51,2.97,-,2023112610
DODDABELE 20 MLD,2023-11-26 09:45:00,7.26,25.70,0.73,3.70,45.11,7.24,13.19,11.23,4.36,-,2023112610
NAGASANDRA OLD 20 MLD,2023-11-26 09:45:00,7.16,23.70,0.93,1.39,127.63,10.51,81.74,4.79,5.94,-,2023112610
4MLD Cubbon Park TTP,2023-11-26 10:00:00,7.14,28.00,0.72,4.70,17.30,1.20,0.92,5.02,3.60,-,2023112610
KADABEESANAHALLI 50 MLD,2023-11-26 10:00:00,6.83,23.60,0.75,3.39,106.79,7.54,38.22,4.13,3.01,-,2023112610
STP Sarakki 5 MLD,2023-11-25 09:45:00,7.96,26.90,0.67,1.34,18.73,4.85,5.77,3.75,-,-,2023112610
Mailasandra STP 75 MLD,2023-11-26 09:45:00,7.65,22.40,7.36,13.25,46.01,8.97,18.3,12.11,2.97,-,2023112610
60 MLD V.Valley TTP,2023-11-26 09:45:00,6.95,23.90,0.90,2.16,20.04,1.78,3.21,4.51,1.51,-,2023112610
KR Puram STP 20 MLD,2023-11-26 10:00:00,6.92,24.40,2.16,4.32,62.64,6.14,71.36,8.77,3.70,-,2023112610
1.5 MLD Lalbagh TTP,2023-11-25 19:30:00,7.33,26.30,0.70,3.50,18.19,1.42,1.03,5.07,2.99,-,2023112610
35MLD Agaram STP,2023-11-26 10:00:00,7.11,24.80,0.74,3.03,29.15,4.98,4.07,6.40,-,-,2023112610
Chikka_Bagur_5_MLD_STP,2023-11-26 10:00:00,7.91,26.60,2.21,4.40,42.50,6.10,7.3,12.20,-,-,2023112610
Yelahanka 10MLD TTP,2023-11-26 10:00:00,7.41,24.30,1.12,2.90,35.10,10.10,11.0,7.07,3.14,0.21,2023112610
40MLD OLD Rajacanal STP,2023-11-26 10:00:00,7.75,23.90,2.27,7.49,26.10,6.60,7.4,6.53,7.94,1.13,2023112610
Hennur 1MLD TTP,2023-11-24 20:30:00,7.61,26.80,1.23,1.85,23.00,3.50,5.0,5.15,4.09,0.25,2023112610
4_MLD_Madiwala_STP,2023-11-26 10:00:00,7.7,24.70,0.37,1.07,34.66,3.58,4.03,8.66,-,-,2023112610
150MLD STP_K&C valley,2023-11-26 09:55:00,6.5,-,2.70,2.91,-,9.89,8.75,-,-,0.88,2023112610
20Mld KR Puram STP New,2023-11-26 09:45:00,0.0,-,0.00,0.00,0.00,0.00,0.0,0.00,-,-,2023112610
10 MLD STP HULIMAVU,2023-11-18 23:45:00,7.31,-,-,-,21.22,1.27,3.4,1.20,-,-,2023112610
2MLD Ulsoor STP,2023-11-26 10:45:00,7.49,26.60,0.39,1.95,31.71,4.44,5.07,6.34,4.53,-,2023112611
CHIKKABANAVARA 5 MLD,2023-11-26 10:45:00,7.68,23.10,0.38,3.30,28.14,4.45,4.49,12.67,3.04,-,2023112611
KADUGODI 6 MLD STP,2023-11-26 10:45:00,7.74,26.60,0.60,3.36,36.97,7.03,9.58,6.54,3.54,-,2023112611
HORAMAVU 20 MLD,2023-11-26 11:00:00,7.61,28.30,1.03,3.70,-,-,35.87,3.52,4.12,-,2023112611
K AND C VALLEY 60 MLD,2023-11-26 10:45:00,6.83,26.90,0.60,3.90,38.39,9.98,14.44,8.80,4.98,-,2023112611
NAGASANDRA 20 MLD,2023-11-26 10:45:00,7.69,25.30,0.96,3.84,256.33,0.00,69.26,0.00,3.79,-,2023112611
RAJACANAL 40 MLD,2023-11-26 10:45:00,7.69,26.20,0.88,4.10,28.47,3.53,4.15,8.06,4.22,-,2023112611
YELLAMALAPACHETTY 15 MLD,2023-11-26 09:45:00,7.18,26.59,0.53,2.13,24.62,4.41,3.47,4.58,2.44,-,2023112611
BELLANDUR 90 MLD,2023-11-26 10:45:00,7.84,26.20,0.53,1.60,27.59,4.39,10.28,5.52,2.97,-,2023112611
DODDABELE 20 MLD,2023-11-26 10:45:00,7.27,25.90,0.74,3.60,44.99,7.25,13.14,11.40,4.36,-,2023112611
NAGASANDRA OLD 20 MLD,2023-11-26 10:45:00,7.15,23.70,0.95,1.42,171.52,11.55,111.84,4.37,2.94,-,2023112611
4MLD Cubbon Park TTP,2023-11-26 11:00:00,7.13,27.90,0.71,4.70,17.31,1.20,0.93,5.02,3.55,-,2023112611
KADABEESANAHALLI 50 MLD,2023-11-26 11:00:00,6.82,24.20,0.77,3.48,111.67,7.74,39.19,4.85,3.10,-,2023112611
STP Sarakki 5 MLD,2023-11-25 09:45:00,7.96,26.90,0.67,1.34,18.73,4.85,5.77,3.75,-,-,2023112611
Mailasandra STP 75 MLD,2023-11-26 10:45:00,7.66,22.60,7.37,13.26,46.04,9.00,18.29,12.00,3.18,-,2023112611
60 MLD V.Valley TTP,2023-11-26 10:45:00,6.95,23.90,0.90,2.16,20.04,1.79,3.2,4.52,1.51,-,2023112611
KR Puram STP 20 MLD,2023-11-26 11:00:00,6.93,24.70,1.99,3.98,62.47,6.50,71.19,8.75,3.69,-,2023112611
1.5 MLD Lalbagh TTP,2023-11-25 19:30:00,7.33,26.30,0.70,3.50,18.19,1.42,1.03,5.07,2.99,-,2023112611
35MLD Agaram STP,2023-11-26 11:00:00,7.25,25.10,0.75,3.08,29.73,5.07,4.12,6.53,-,-,2023112611
Chikka_Bagur_5_MLD_STP,2023-11-26 11:00:00,8.02,26.60,3.03,6.10,42.50,6.30,7.3,12.60,-,-,2023112611
Yelahanka 10MLD TTP,2023-11-26 11:00:00,7.38,24.30,1.24,3.37,34.40,10.20,11.5,6.91,3.14,0.21,2023112611
40MLD OLD Rajacanal STP,2023-11-26 11:00:00,7.75,24.00,2.28,7.52,26.10,6.60,7.4,6.53,7.98,1.14,2023112611
Hennur 1MLD TTP,2023-11-24 20:30:00,7.61,26.80,1.23,1.85,23.00,3.50,5.0,5.15,4.09,0.25,2023112611
4_MLD_Madiwala_STP,2023-11-26 11:00:00,7.71,24.70,0.37,1.07,34.69,3.82,4.05,8.67,-,-,2023112611
150MLD STP_K&C valley,2023-11-26 10:55:00,6.5,-,2.72,2.91,-,9.89,8.75,-,-,0.87,2023112611
20Mld KR Puram STP New,2023-11-26 10:45:00,0.0,-,0.00,0.00,0.00,0.00,0.0,0.00,-,-,2023112611
10 MLD STP HULIMAVU,2023-11-18 23:45:00,7.31,-,-,-,21.22,1.27,3.4,1.20,-,-,2023112611
2MLD Ulsoor STP,2023-11-26 11:45:00,7.49,26.60,0.40,2.00,31.57,4.42,5.05,6.31,4.51,-,2023112612
CHIKKABANAVARA 5 MLD,2023-11-26 11:45:00,7.71,23.10,0.38,3.30,28.13,4.46,4.48,12.76,3.04,-,2023112612
KADUGODI 6 MLD STP,2023-11-26 11:30:00,7.74,26.80,0.60,3.29,36.89,7.03,9.18,6.55,3.54,-,2023112612
HORAMAVU 20 MLD,2023-11-26 12:00:00,7.64,28.30,1.04,3.60,-,-,37.27,0.30,4.16,-,2023112612
K AND C VALLEY 60 MLD,2023-11-26 11:45:00,6.73,26.80,0.72,3.90,38.80,9.85,15.41,8.54,5.98,-,2023112612
NAGASANDRA 20 MLD,2023-11-26 11:45:00,7.71,25.30,1.00,4.00,280.25,0.00,75.2,0.00,3.79,-,2023112612
RAJACANAL 40 MLD,2023-11-26 11:45:00,7.7,26.50,0.91,4.10,28.45,3.53,4.11,8.05,4.37,-,2023112612
YELLAMALAPACHETTY 15 MLD,2023-11-26 12:00:00,7.2,26.67,0.53,2.13,34.70,4.44,3.74,4.59,-0.79,-,2023112612
BELLANDUR 90 MLD,2023-11-26 11:45:00,7.84,26.40,0.54,1.60,27.58,4.24,10.27,5.52,3.02,-,2023112612
DODDABELE 20 MLD,2023-11-26 11:45:00,7.3,26.30,0.74,3.60,45.10,7.23,13.19,11.20,4.38,-,2023112612
NAGASANDRA OLD 20 MLD,2023-11-26 11:45:00,7.15,23.80,0.96,1.44,169.37,8.91,123.44,3.01,2.31,-,2023112612
4MLD Cubbon Park TTP,2023-11-26 12:00:00,7.13,27.90,0.71,4.70,17.30,1.20,0.92,5.02,3.55,-,2023112612
KADABEESANAHALLI 50 MLD,2023-11-26 12:00:00,6.83,24.60,0.76,3.40,109.37,7.55,39.04,3.87,3.02,-,2023112612
STP Sarakki 5 MLD,2023-11-25 09:45:00,7.96,26.90,0.67,1.34,18.73,4.85,5.77,3.75,-,-,2023112612
Mailasandra STP 75 MLD,2023-11-26 12:00:00,7.68,22.70,7.37,13.26,46.04,9.00,18.27,12.09,3.10,-,2023112612
60 MLD V.Valley TTP,2023-11-26 11:45:00,6.96,23.90,0.92,2.21,20.04,1.78,3.2,4.50,1.51,-,2023112612
KR Puram STP 20 MLD,2023-11-26 12:00:00,6.9,25.10,1.83,3.66,63.28,7.17,78.9,8.86,3.67,-,2023112612
1.5 MLD Lalbagh TTP,2023-11-25 19:30:00,7.33,26.30,0.70,3.50,18.19,1.42,1.03,5.07,2.99,-,2023112612
35MLD Agaram STP,2023-11-26 12:00:00,7.27,25.30,0.76,3.12,29.81,5.09,4.18,6.54,-,-,2023112612
Chikka_Bagur_5_MLD_STP,2023-11-26 12:00:00,8.14,26.50,3.02,6.00,42.30,6.10,7.1,12.20,-,-,2023112612
Yelahanka 10MLD TTP,2023-11-26 12:00:00,7.39,24.30,1.18,3.44,34.30,10.30,11.8,7.00,3.15,0.21,2023112612
40MLD OLD Rajacanal STP,2023-11-26 12:00:00,7.77,24.20,2.39,7.89,26.00,6.60,7.4,6.50,8.37,1.20,2023112612
Hennur 1MLD TTP,2023-11-24 20:30:00,7.61,26.80,1.23,1.85,23.00,3.50,5.0,5.15,4.09,0.25,2023112612
4_MLD_Madiwala_STP,2023-11-26 12:00:00,7.71,24.70,0.37,1.07,34.70,3.75,4.05,8.68,-,-,2023112612
150MLD STP_K&C valley,2023-11-26 11:55:00,6.5,-,2.71,2.91,-,9.89,8.75,-,-,0.87,2023112612
20Mld KR Puram STP New,2023-11-26 11:45:00,0.0,-,0.00,0.00,0.00,0.00,0.0,0.00,-,-,2023112612
10 MLD STP HULIMAVU,2023-11-18 23:45:00,7.31,-,-,-,21.22,1.27,3.4,1.20,-,-,2023112612
2MLD Ulsoor STP,2023-11-26 12:45:00,7.49,26.60,0.40,2.00,31.36,4.39,5.02,6.27,4.48,-,2023112613
CHIKKABANAVARA 5 MLD,2023-11-26 12:45:00,7.72,23.30,0.39,3.30,28.12,4.46,4.48,12.71,3.12,-,2023112613
KADUGODI 6 MLD STP,2023-11-26 12:45:00,7.75,26.70,0.60,3.29,36.90,7.03,9.3,6.56,3.54,-,2023112613
HORAMAVU 20 MLD,2023-11-26 12:45:00,7.64,28.20,1.03,3.60,-,-,36.8,6.08,4.12,-,2023112613
K AND C VALLEY 60 MLD,2023-11-26 12:45:00,6.82,27.20,0.60,3.90,38.27,9.86,14.68,8.51,4.98,-,2023112613
NAGASANDRA 20 MLD,2023-11-26 12:45:00,7.72,25.40,1.07,4.28,306.00,0.00,79.44,0.00,3.81,-,2023112613
RAJACANAL 40 MLD,2023-11-26 12:45:00,7.7,26.60,0.92,4.10,28.46,3.53,4.12,8.05,4.42,-,2023112613
YELLAMALAPACHETTY 15 MLD,2023-11-26 13:00:00,7.3,27.04,0.54,2.16,18.89,4.48,3.25,4.59,2.41,-,2023112613
BELLANDUR 90 MLD,2023-11-26 12:45:00,7.84,26.60,0.55,1.60,27.62,4.18,10.65,5.52,3.08,-,2023112613
DODDABELE 20 MLD,2023-11-26 12:45:00,7.31,26.50,0.74,3.60,45.24,7.23,13.38,11.18,4.39,-,2023112613
NAGASANDRA OLD 20 MLD,2023-11-26 12:45:00,7.15,23.80,0.97,1.46,213.39,7.91,162.43,0.60,3.29,-,2023112613
4MLD Cubbon Park TTP,2023-11-26 13:00:00,7.13,27.90,0.71,4.70,17.30,1.20,0.92,5.02,3.55,-,2023112613
KADABEESANAHALLI 50 MLD,2023-11-26 13:00:00,6.81,25.10,0.78,3.52,94.48,7.82,35.31,5.69,3.13,-,2023112613
STP Sarakki 5 MLD,2023-11-25 09:45:00,7.96,26.90,0.67,1.34,18.73,4.85,5.77,3.75,-,-,2023112613
Mailasandra STP 75 MLD,2023-11-26 13:00:00,7.7,22.80,7.38,13.28,46.13,9.14,18.26,11.74,3.23,-,2023112613
60 MLD V.Valley TTP,2023-11-26 12:45:00,6.96,23.90,0.93,2.23,20.04,1.78,3.21,4.52,1.51,-,2023112613
KR Puram STP 20 MLD,2023-11-26 13:00:00,6.92,25.10,1.77,3.54,63.57,6.71,80.74,8.90,3.66,-,2023112613
1.5 MLD Lalbagh TTP,2023-11-25 19:30:00,7.33,26.30,0.70,3.50,18.19,1.42,1.03,5.07,2.99,-,2023112613
35MLD Agaram STP,2023-11-26 12:45:00,7.22,25.30,0.76,3.12,29.60,5.05,4.18,6.50,-,-,2023112613
Chikka_Bagur_5_MLD_STP,2023-11-26 13:00:00,8.08,26.50,2.79,5.60,42.80,6.30,7.6,12.60,-,-,2023112613
Yelahanka 10MLD TTP,2023-11-26 13:00:00,7.36,24.40,0.98,2.93,35.60,8.30,9.1,7.06,3.33,0.21,2023112613
40MLD OLD Rajacanal STP,2023-11-26 13:00:00,7.73,24.40,2.59,8.55,26.10,6.60,7.4,6.53,9.06,1.29,2023112613
Hennur 1MLD TTP,2023-11-24 20:30:00,7.61,26.80,1.23,1.85,23.00,3.50,5.0,5.15,4.09,0.25,2023112613
4_MLD_Madiwala_STP,2023-11-26 13:00:00,7.71,24.70,0.36,1.04,34.60,3.47,3.96,8.65,-,-,2023112613
150MLD STP_K&C valley,2023-11-26 12:55:00,6.47,-,2.71,2.91,-,9.89,8.75,-,-,0.86,2023112613
20Mld KR Puram STP New,2023-11-26 12:45:00,0.0,-,0.00,0.00,0.00,0.00,0.0,0.00,-,-,2023112613
10 MLD STP HULIMAVU,2023-11-18 23:45:00,7.31,-,-,-,21.22,1.27,3.4,1.20,-,-,2023112613
2MLD Ulsoor STP,2023-11-26 13:45:00,7.48,26.50,0.40,2.00,31.29,4.38,5.01,6.26,4.47,-,2023112614
CHIKKABANAVARA 5 MLD,2023-11-26 13:45:00,7.7,23.40,0.39,3.30,28.11,4.44,4.48,12.49,3.12,-,2023112614
KADUGODI 6 MLD STP,2023-11-26 14:00:00,7.75,26.60,0.60,3.30,36.96,7.03,9.45,6.53,3.54,-,2023112614
HORAMAVU 20 MLD,2023-11-26 13:45:00,7.66,28.20,1.02,3.60,-,-,37.47,2.58,4.08,-,2023112614
K AND C VALLEY 60 MLD,2023-11-26 13:45:00,6.82,27.20,0.61,3.90,38.02,9.88,14.29,8.56,5.06,-,2023112614
NAGASANDRA 20 MLD,2023-11-26 13:45:00,7.69,25.40,1.06,4.24,273.87,0.00,72.59,0.00,3.81,-,2023112614
RAJACANAL 40 MLD,2023-11-26 13:45:00,7.7,26.60,0.92,4.10,28.45,3.53,4.13,8.06,4.42,-,2023112614
YELLAMALAPACHETTY 15 MLD,2023-11-26 14:00:00,7.31,27.08,0.54,2.17,21.30,4.43,3.4,4.55,-0.33,-,2023112614
BELLANDUR 90 MLD,2023-11-26 13:45:00,7.84,26.60,0.56,1.60,27.63,4.20,10.65,5.53,3.14,-,2023112614
DODDABELE 20 MLD,2023-11-26 13:45:00,7.32,26.80,0.76,3.60,44.99,7.23,12.83,11.17,4.39,-,2023112614
NAGASANDRA OLD 20 MLD,2023-11-26 13:45:00,7.12,23.90,0.98,1.47,236.96,7.24,189.91,0.00,2.98,-,2023112614
4MLD Cubbon Park TTP,2023-11-26 14:00:00,7.13,27.80,0.71,4.70,17.30,1.20,0.92,5.02,3.55,-,2023112614
KADABEESANAHALLI 50 MLD,2023-11-26 14:00:00,6.83,25.50,0.76,3.43,99.20,7.62,37.29,4.86,3.05,-,2023112614
STP Sarakki 5 MLD,2023-11-25 09:45:00,7.96,26.90,0.67,1.34,18.73,4.85,5.77,3.75,-,-,2023112614
Mailasandra STP 75 MLD,2023-11-26 13:45:00,7.69,23.10,7.39,13.30,46.18,9.22,18.25,11.71,3.22,-,2023112614
60 MLD V.Valley TTP,2023-11-26 13:45:00,6.95,23.90,0.93,2.23,20.03,1.79,3.2,4.51,1.51,-,2023112614
KR Puram STP 20 MLD,2023-11-26 14:00:00,6.93,25.30,1.83,3.66,63.58,6.17,80.71,8.90,3.66,-,2023112614
1.5 MLD Lalbagh TTP,2023-11-25 19:30:00,7.33,26.30,0.70,3.50,18.19,1.42,1.03,5.07,2.99,-,2023112614
35MLD Agaram STP,2023-11-26 14:00:00,7.2,25.40,0.77,3.16,29.52,5.04,4.23,6.48,-,-,2023112614
Chikka_Bagur_5_MLD_STP,2023-11-26 14:00:00,8.18,26.50,3.43,6.90,42.70,6.40,7.3,12.80,-,-,2023112614
Yelahanka 10MLD TTP,2023-11-26 14:00:00,7.32,24.50,0.88,2.53,34.90,8.70,10.1,7.01,3.42,0.21,2023112614
40MLD OLD Rajacanal STP,2023-11-26 14:00:00,7.82,24.50,3.08,10.16,26.10,6.60,7.4,6.53,10.78,1.54,2023112614
Hennur 1MLD TTP,2023-11-24 20:30:00,7.61,26.80,1.23,1.85,23.00,3.50,5.0,5.15,4.09,0.25,2023112614
4_MLD_Madiwala_STP,2023-11-26 14:00:00,7.7,24.70,0.37,1.07,34.64,3.51,4.0,8.66,-,-,2023112614
150MLD STP_K&C valley,2023-11-26 13:55:00,6.5,-,2.70,2.91,-,9.89,8.75,-,-,0.87,2023112614
20Mld KR Puram STP New,2023-11-26 13:45:00,0.0,-,0.00,0.00,0.00,0.00,0.0,0.00,-,-,2023112614
10 MLD STP HULIMAVU,2023-11-18 23:45:00,7.31,-,-,-,21.22,1.27,3.4,1.20,-,-,2023112614
2MLD Ulsoor STP,2023-11-26 14:45:00,7.48,26.50,0.40,2.00,31.29,4.38,5.01,6.26,4.47,-,2023112615
CHIKKABANAVARA 5 MLD,2023-11-26 14:45:00,7.68,23.40,0.40,3.30,28.13,4.47,4.48,12.86,3.20,-,2023112615
KADUGODI 6 MLD STP,2023-11-26 15:00:00,7.78,26.60,0.60,3.28,36.93,7.02,9.44,6.53,3.54,-,2023112615
HORAMAVU 20 MLD,2023-11-26 14:45:00,7.67,28.60,1.03,3.60,-,-,36.27,1.49,4.12,-,2023112615
K AND C VALLEY 60 MLD,2023-11-26 14:45:00,6.82,27.10,0.60,3.90,37.76,9.89,13.95,8.65,4.98,-,2023112615
NAGASANDRA 20 MLD,2023-11-26 14:45:00,7.67,25.30,1.06,4.24,434.58,0.00,106.55,0.00,3.79,-,2023112615
RAJACANAL 40 MLD,2023-11-26 14:45:00,7.7,26.40,0.91,4.10,28.46,3.53,4.13,8.06,4.37,-,2023112615
YELLAMALAPACHETTY 15 MLD,2023-11-26 14:15:00,7.31,27.06,0.54,2.16,22.10,4.44,3.42,4.56,-0.34,-,2023112615
BELLANDUR 90 MLD,2023-11-26 14:45:00,7.84,26.60,0.56,1.60,27.64,4.18,10.71,5.53,3.14,-,2023112615
DODDABELE 20 MLD,2023-11-26 14:45:00,7.31,26.70,0.76,3.60,45.04,7.24,12.94,11.19,4.39,-,2023112615
NAGASANDRA OLD 20 MLD,2023-11-26 14:45:00,7.13,24.00,0.97,1.46,249.47,5.96,203.57,0.00,3.42,-,2023112615
4MLD Cubbon Park TTP,2023-11-26 15:00:00,7.14,27.80,0.71,4.70,17.30,1.20,0.92,5.02,3.55,-,2023112615
KADABEESANAHALLI 50 MLD,2023-11-26 14:15:00,6.83,25.60,0.79,3.53,92.81,7.85,34.05,6.34,3.14,-,2023112615
STP Sarakki 5 MLD,2023-11-25 09:45:00,7.96,26.90,0.67,1.34,18.73,4.85,5.77,3.75,-,-,2023112615
Mailasandra STP 75 MLD,2023-11-26 15:00:00,7.7,23.00,7.40,13.32,46.26,9.32,18.24,11.93,3.17,-,2023112615
60 MLD V.Valley TTP,2023-11-26 14:45:00,6.96,23.80,0.93,2.23,20.03,1.78,3.2,4.52,1.51,-,2023112615
KR Puram STP 20 MLD,2023-11-26 15:00:00,6.96,25.40,1.78,3.56,63.50,6.47,80.06,8.89,3.65,-,2023112615
1.5 MLD Lalbagh TTP,2023-11-25 19:30:00,7.33,26.30,0.70,3.50,18.19,1.42,1.03,5.07,2.99,-,2023112615
35MLD Agaram STP,2023-11-26 15:00:00,7.2,25.40,0.77,3.16,29.52,5.04,4.23,6.48,-,-,2023112615
Chikka_Bagur_5_MLD_STP,2023-11-26 15:00:00,8.19,26.60,3.23,6.50,42.50,6.20,7.3,12.40,-,-,2023112615
Yelahanka 10MLD TTP,2023-11-26 15:00:00,7.33,24.60,0.90,2.51,35.40,10.70,11.7,7.10,3.21,0.21,2023112615
40MLD OLD Rajacanal STP,2023-11-26 15:00:00,7.79,24.30,3.97,13.10,26.10,6.60,7.4,6.53,13.90,1.99,2023112615
Hennur 1MLD TTP,2023-11-24 20:30:00,7.61,26.80,1.23,1.85,23.00,3.50,5.0,5.15,4.09,0.25,2023112615
4_MLD_Madiwala_STP,2023-11-26 15:00:00,7.71,24.80,0.37,1.07,34.64,3.59,3.99,8.66,-,-,2023112615
